user_supplied_name,submitted_name,data_source_id,data_source_title,gni_uuid,matched_name2,classification_path,classification_path_ranks,classification_path_ids,taxon_id,edit_distance,imported_at,match_type,match_value,prescore,score,current_taxon_id,current_name_string,kingdom,phylum,class,order,family,genus,species
"Anthophora californica Cresson, 1869","Anthophora californica cresson, 1869",11,GBIF Backbone Taxonomy,5de5d1d4-a473-521f-b994-90b6aa2807e6,Anthophora californica,Animalia|Arthropoda|Insecta|Hymenoptera|Apidae|Anthophora|Anthophora californica,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4334|1337506|5040129,5040129,0,2024-01-12T04:41:01Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora californica
"Anthophora urbana Cresson, 1879","Anthophora urbana cresson, 1879",11,GBIF Backbone Taxonomy,f03debe1-6031-5ca5-b365-a93b06488cb3,Anthophora urbana,Animalia|Arthropoda|Insecta|Hymenoptera|Apidae|Anthophora|Anthophora urbana,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4334|1337506|5040435,5040435,0,2024-01-12T04:42:31Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora urbana
"Bombus melanopygus Nylander, 1848","Bombus melanopygus nylander, 1848",11,GBIF Backbone Taxonomy,ffd5e374-51cf-530b-9035-843a75620f72,Bombus melanopygus,Animalia|Arthropoda|Insecta|Hymenoptera|Apidae|Bombus|Bombus melanopygus,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4334|1340278|1340518,1340518,0,2024-01-11T23:24:18Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus melanopygus
"Anthonomus E.F.Germar, 1817","Anthonomus e.f.germar, 1817",11,GBIF Backbone Taxonomy,628c7d70-8d47-5f2f-97d8-926f458d6e21,Anthonomus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Anthonomus,kingdom|phylum|class|order|family|genus,1|54|216|1470|4239|9223407,9223407,0,2024-01-12T00:28:43Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Anthonomus,NA
"Lema daturaphila Kogan & Goeden, 1970","Lema daturaphila kogan & goeden, 1970",11,GBIF Backbone Taxonomy,c322d546-8ca0-57e3-b172-050aa91eed00,Lema daturaphila,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Lema|Lema daturaphila,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7780|5736874|1047466,1047466,0,2024-01-11T20:58:21Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lema,Lema daturaphila
"Brachylampis blaisdelli Van Dyke, 1939","Brachylampis blaisdelli van dyke, 1939",11,GBIF Backbone Taxonomy,604348c2-4c0f-51cf-867d-9a39fa9c2918,Brachylampis blaisdelli,Animalia|Arthropoda|Insecta|Coleoptera|Lampyridae|Brachylampis|Brachylampis blaisdelli,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|4737|1162736|1162738,1162738,0,2024-01-12T02:36:43Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Brachylampis,Brachylampis blaisdelli
"Peltodytes simplex (LeConte, 1852)","Peltodytes simplex (leconte, 1852)",11,GBIF Backbone Taxonomy,34b37ca7-dfba-5006-ab24-5bc80be950c5,Peltodytes simplex,Animalia|Arthropoda|Insecta|Coleoptera|Haliplidae|Peltodytes|Peltodytes simplex,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|6984|1044457|1044461,1044461,0,2024-01-12T04:48:37Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Peltodytes,Peltodytes simplex
"Acmaeodera hepburnii LeConte, 1860","Acmaeodera hepburnii leconte, 1860",11,GBIF Backbone Taxonomy,7d3b0416-6a95-5c45-97ac-28675b53db27,Acmaeodera hepburnii,Animalia|Arthropoda|Insecta|Coleoptera|Buprestidae|Acmaeodera|Acmaeodera hepburnii,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|3789|4405697|6003380,6003380,0,2024-01-12T05:16:17Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Acmaeodera,Acmaeodera hepburnii
"Enoclerus quadrisignatus (Say, 1835)","Enoclerus quadrisignatus (say, 1835)",11,GBIF Backbone Taxonomy,2992cb3d-414c-5870-9aba-01bc2e4507eb,Enoclerus quadrisignatus,Animalia|Arthropoda|Insecta|Coleoptera|Cleridae|Enoclerus|Enoclerus quadrisignatus,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|3795|1161903|8655023,8655023,0,2024-01-12T01:32:35Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Enoclerus,Enoclerus quadrisignatus
"Lophopogonius crinitus (LeConte, 1873)","Lophopogonius crinitus (leconte, 1873)",11,GBIF Backbone Taxonomy,951556ec-6021-5e7d-80d0-fb6347d7d12e,Lophopogonius crinitus,Animalia|Arthropoda|Insecta|Coleoptera|Cerambycidae|Lophopogonius|Lophopogonius crinitus,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|5602|1152151|1152152,1152152,0,2024-01-12T00:39:21Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lophopogonius,Lophopogonius crinitus
"Gratiana pallidula (Boheman, 1854)","Gratiana pallidula (boheman, 1854)",11,GBIF Backbone Taxonomy,e063e81d-864f-5676-b1fb-80523f1c6cc2,Gratiana pallidula,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Gratiana|Gratiana pallidula,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7780|1047796|1047797,1047797,0,2024-01-11T21:27:45Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gratiana,Gratiana pallidula
"Ips confusus Wood & Bright, 1992","Ips confusus wood & bright, 1992",11,GBIF Backbone Taxonomy,67ffb8ba-ea67-5b5e-92f8-2557d5443438,Ips confusus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Ips|Ips confusus,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|4239|4990244|5018627,5018627,0,2024-01-12T00:37:30Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ips,Ips confusus
"Psyllobora vigintimaculata (Say, 1824)","Psyllobora vigintimaculata (say, 1824)",11,GBIF Backbone Taxonomy,52f75713-46ec-5d2c-89e5-b4b60ed8e7b0,Psyllobora vigintimaculata,Animalia|Arthropoda|Insecta|Coleoptera|Coccinellidae|Psyllobora|Psyllobora vigintimaculata,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7782|1043577|1043584,1043584,0,2024-01-12T04:39:10Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,Psyllobora vigintimaculata
"Mordella albosuturalis Liljeblad, 1922","Mordella albosuturalis liljeblad, 1922",11,GBIF Backbone Taxonomy,92e6971b-1cb3-507a-9626-50df4becde98,Mordella albosuturalis,Animalia|Arthropoda|Insecta|Coleoptera|Mordellidae|Mordella|Mordella albosuturalis,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|4746|1045999|1046000,1046000,0,2024-01-12T05:51:16Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordella,Mordella albosuturalis
"Strophiona tigrina Casey, 1913","Strophiona tigrina casey, 1913",11,GBIF Backbone Taxonomy,176b5f3a-5595-5a86-9814-766b609b55f9,Strophiona tigrina,Animalia|Arthropoda|Insecta|Coleoptera|Cerambycidae|Strophiona|Strophiona tigrina,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|5602|1100113|1100132,1100132,0,2024-01-12T01:40:46Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Strophiona,Strophiona tigrina
"Crossidius mojavensis Linsley, 1955","Crossidius mojavensis linsley, 1955",11,GBIF Backbone Taxonomy,3dce95e3-c79e-5a38-8870-9950948571ba,Crossidius mojavensis,Animalia|Arthropoda|Insecta|Coleoptera|Cerambycidae|Crossidius|Crossidius mojavensis,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|5602|1158145|4292895,4292895,0,2024-01-12T01:43:06Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Crossidius,Crossidius mojavensis
"Coniontis Eschscholtz, 1829","Coniontis eschscholtz, 1829",11,GBIF Backbone Taxonomy,96b19f14-c59b-54aa-9de0-a8923e764bb4,Coniontis,Animalia|Arthropoda|Insecta|Coleoptera|Tenebrionidae|Coniontis,kingdom|phylum|class|order|family|genus,1|54|216|1470|7857|4725164,4725164,0,2024-01-12T03:24:03Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coniontis,NA
"Lasioderma serricorne Fabricius, 1792","Lasioderma serricorne fabricius, 1792",11,GBIF Backbone Taxonomy,a3e030df-b0ff-5b8e-b95e-e5c19a3b00c2,Lasioderma serricorne,Animalia|Arthropoda|Insecta|Coleoptera|Anobiidae|Lasioderma|Lasioderma serricorne,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7770|1095257|4998194,4998194,0,2024-01-11T21:11:27Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Lasioderma,Lasioderma serricorne
"Pacificanthia consors (LeConte, 1851)","Pacificanthia consors (leconte, 1851)",11,GBIF Backbone Taxonomy,e0bbb83d-f7d6-5576-b1e4-ed5f0ef63d22,Pacificanthia consors,Animalia|Arthropoda|Insecta|Coleoptera|Cantharidae|Pacificanthia|Pacificanthia consors,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7777|4717086|6067024,6067024,0,2024-01-12T00:59:06Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Pacificanthia,Pacificanthia consors
"Hylaeus polifolii (Cockerell, 1901)","Hylaeus polifolii (cockerell, 1901)",11,GBIF Backbone Taxonomy,d8d71cc8-80fe-5df2-a316-270f5c8730fa,Hylaeus polifolii,Animalia|Arthropoda|Insecta|Hymenoptera|Colletidae|Hylaeus|Hylaeus polifolii,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|7905|1349360|1350015,1350015,0,2024-01-12T05:23:23Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus polifolii
"Lasioglossum incompletum (Crawford, 1907)","Lasioglossum incompletum (crawford, 1907)",11,GBIF Backbone Taxonomy,e64fc01f-1469-55d8-8d83-d183a458d76f,Lasioglossum incompletum,Animalia|Arthropoda|Insecta|Hymenoptera|Halictidae|Lasioglossum|Lasioglossum incompletum,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|7908|1353501|1355006,1355006,0,2024-01-12T04:49:37Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum incompletum
"Colias harfordii Edwards, 1877","Colias harfordii edwards, 1877",11,GBIF Backbone Taxonomy,891a8fa0-3bd0-5e7c-aa59-78a3a318e374,Colias harfordii,Animalia|Arthropoda|Insecta|Lepidoptera|Pieridae|Colias|Colias harfordii,kingdom|phylum|class|order|family|genus|species,1|54|216|797|5481|7786896|5137615,5137615,0,2024-01-12T04:14:48Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias harfordii
"Pyrgus albescens Plötz, 1884","Pyrgus albescens plötz, 1884",11,GBIF Backbone Taxonomy,5d4d09ee-c8ae-5a57-a4ae-935ecacf9f3a,Pyrgus albescens,Animalia|Arthropoda|Insecta|Lepidoptera|Hesperiidae|Pyrgus|Pyrgus communis,kingdom|phylum|class|order|family|genus|species,1|54|216|797|6953|1949704|5142424,5142643,0,2024-01-12T01:04:22Z,1,Exact string match,8|0|0,0.999,5142424,"Pyrgus communis (Grote, 1872)",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus communis
"Cupido amyntula (Boisduval, 1852)","Cupido amyntula (boisduval, 1852)",11,GBIF Backbone Taxonomy,22088453-1261-5c7a-849a-c55cf22bef91,Cupido amyntula,Animalia|Arthropoda|Insecta|Lepidoptera|Lycaenidae|Elkalyce|Elkalyce amyntula,kingdom|phylum|class|order|family|genus|species,1|54|216|797|5473|1920834|1920889,5714733,0,2024-01-12T01:35:01Z,1,Exact string match,8|0|0,0.999,1920889,"Elkalyce amyntula (Boisduval, 1852)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Elkalyce,Elkalyce amyntula
"Pepsis chrysothemis Lucas, 1895","Pepsis chrysothemis lucas, 1895",11,GBIF Backbone Taxonomy,3fc98f47-2e91-501b-8904-74e817af5db2,Pepsis chrysothemis,Animalia|Arthropoda|Insecta|Hymenoptera|Pompilidae|Pepsis|Pepsis chrysothemis,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|7913|1346073|8292405,8292405,0,2024-01-11T21:09:43Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Pepsis,Pepsis chrysothemis
"Myrmecina americana Emery, 1895","Myrmecina americana emery, 1895",11,GBIF Backbone Taxonomy,9ef87000-7c2c-53e8-98b4-b8c9fda8679c,Myrmecina americana,Animalia|Arthropoda|Insecta|Hymenoptera|Formicidae|Myrmecina|Myrmecina americana,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4342|1315201|1315210,1315210,0,2024-01-12T03:35:04Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecina,Myrmecina americana
"Adelpha californica Butler, 1865","Adelpha californica butler, 1865",11,GBIF Backbone Taxonomy,64386e45-8c0b-50a1-9890-cf0354114dfd,Adelpha californica,Animalia|Arthropoda|Insecta|Lepidoptera|Nymphalidae|Limenitis|Limenitis bredowii|Limenitis bredowii californica,kingdom|phylum|class|order|family|genus|species|subspecies,1|54|216|797|7017|5131972|5132079|6225997,5714313,0,2024-01-11T23:22:50Z,1,Exact string match,8|0|0,0.999,6225997,"Limenitis bredowii californica (Butler, 1865)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis bredowii
"Chlosyne gabbii (Behr, 1863)","Chlosyne gabbii (behr, 1863)",11,GBIF Backbone Taxonomy,5280a2a4-5f4b-5355-9b8d-21682461e980,Chlosyne gabbii,Animalia|Arthropoda|Insecta|Lepidoptera|Nymphalidae|Chlosyne|Chlosyne gabbii,kingdom|phylum|class|order|family|genus|species,1|54|216|797|7017|1914398|1914477,1914477,0,2024-01-12T03:03:04Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,Chlosyne gabbii
"Anagrus Haliday, 1833","Anagrus haliday, 1833",11,GBIF Backbone Taxonomy,7403b81a-2ae0-5d42-a9db-ea6d889a936d,Anagrus,Animalia|Arthropoda|Insecta|Hymenoptera|Mymaridae|Anagrus,kingdom|phylum|class|order|family|genus,1|54|216|1457|9444|1368281,1368281,0,2024-01-12T01:00:31Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Mymaridae,Anagrus,NA
"Polynema Haliday, 1833","Polynema haliday, 1833",11,GBIF Backbone Taxonomy,539cc040-faab-5380-89b4-2ac1f601e26c,Polynema,Animalia|Arthropoda|Insecta|Hymenoptera|Mymaridae|Polynema,kingdom|phylum|class|order|family|genus,1|54|216|1457|9444|1366943,1366943,0,2024-01-12T01:01:01Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Mymaridae,Polynema,NA
"Ormyrus Westwood, 1832","Ormyrus westwood, 1832",11,GBIF Backbone Taxonomy,9a0487ad-c548-5e19-ae57-bb240bdb0c8c,Ormyrus,Animalia|Arthropoda|Insecta|Hymenoptera|Ormyridae|Ormyrus,kingdom|phylum|class|order|family|genus,1|54|216|1457|9445|1366157,1366157,0,2024-01-12T02:34:19Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Ormyridae,Ormyrus,NA
"Lyrcus Walker, 1842","Lyrcus walker, 1842",11,GBIF Backbone Taxonomy,e8b2f55e-d77b-5c50-b4f5-4e787315a0b4,Lyrcus,Animalia|Arthropoda|Insecta|Hymenoptera|Pteromalidae|Lyrcus,kingdom|phylum|class|order|family|genus,1|54|216|1457|9447|1393381,1393381,0,2024-01-12T02:35:49Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Lyrcus,NA
"Torymus Dalman, 1820","Torymus dalman, 1820",11,GBIF Backbone Taxonomy,41daba80-1c4a-5634-9091-a22e63da8f56,Torymus,Animalia|Arthropoda|Insecta|Hymenoptera|Torymidae|Torymus,kingdom|phylum|class|order|family|genus,1|54|216|1457|3745|1372890,1372890,0,2024-01-12T02:34:22Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Torymidae,Torymus,NA
"Centistes Haliday, 1835","Centistes haliday, 1835",11,GBIF Backbone Taxonomy,2214adf0-3587-5838-ac1b-d2b528e5a6d3,Centistes,Animalia|Arthropoda|Insecta|Hymenoptera|Braconidae|Centistes,kingdom|phylum|class|order|family|genus,1|54|216|1457|6910|1272018,1272018,0,2024-01-12T02:31:59Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Centistes,NA
Eulophidae,Eulophidae,11,GBIF Backbone Taxonomy,91715e27-b7ee-5d90-902d-ebc47cae3582,Eulophidae,Animalia|Arthropoda|Insecta|Hymenoptera|Eulophidae,kingdom|phylum|class|order|family,1|54|216|1457|5505,5505,0,2024-01-12T02:22:50Z,1,Exact string match,1|0|0,0.75,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Eulophidae,NA,NA
"Bruchophagus Ashmead, 1888","Bruchophagus ashmead, 1888",11,GBIF Backbone Taxonomy,9788c673-8406-50c7-9dd6-9cf28aa92e63,Bruchophagus,Animalia|Arthropoda|Insecta|Hymenoptera|Eurytomidae|Bruchophagus,kingdom|phylum|class|order|family|genus,1|54|216|1457|5507|1369082,1369082,0,2024-01-12T02:34:18Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Eurytomidae,Bruchophagus,NA
"Colletes Latreille, 1802","Colletes latreille, 1802",11,GBIF Backbone Taxonomy,38ad1e24-70ff-550a-ab06-7beb1bf24be4,Colletes,Animalia|Arthropoda|Insecta|Hymenoptera|Colletidae|Colletes,kingdom|phylum|class|order|family|genus,1|54|216|1457|7905|1348504,1348504,0,2024-01-12T02:34:17Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,NA
"Agapostemon texanus Cresson, 1872","Agapostemon texanus cresson, 1872",11,GBIF Backbone Taxonomy,7b0a4c86-6133-5c1c-8702-621f8be67809,Agapostemon texanus,Animalia|Arthropoda|Insecta|Hymenoptera|Halictidae|Agapostemon|Agapostemon texanus,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|7908|5042846|5042859,5042859,0,2024-01-12T04:49:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,Agapostemon texanus
Megachilidae,Megachilidae,11,GBIF Backbone Taxonomy,0d3057d8-a2f0-5ddd-b473-b3c5ae2d7f4e,Megachilidae,Animalia|Arthropoda|Insecta|Hymenoptera|Megachilidae,kingdom|phylum|class|order|family,1|54|216|1457|7911,7911,0,2024-01-12T02:22:50Z,1,Exact string match,1|0|0,0.75,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,NA,NA
Crabronidae,Crabronidae,11,GBIF Backbone Taxonomy,268f9e8c-b4a5-5274-97d7-31eb418cb078,Crabronidae,Animalia|Arthropoda|Insecta|Hymenoptera|Crabronidae,kingdom|phylum|class|order|family,1|54|216|1457|7906,7906,0,2024-01-12T02:22:50Z,1,Exact string match,1|0|0,0.75,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,NA,NA
"Ammophila W.Kirby, 1798","Ammophila w.kirby, 1798",11,GBIF Backbone Taxonomy,a7de93d8-4528-5a46-ba35-9874a84ea2f0,Ammophila,Animalia|Arthropoda|Insecta|Hymenoptera|Sphecidae|Ammophila,kingdom|phylum|class|order|family|genus,1|54|216|1457|4352|1346141,1346141,0,2024-01-11T23:41:35Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Ammophila,NA
"Monomorium ergatogyna Wheeler, 1904","Monomorium ergatogyna wheeler, 1904",11,GBIF Backbone Taxonomy,7adac5d1-1064-50ca-9130-41fd54b2980c,Monomorium ergatogyna,Animalia|Arthropoda|Insecta|Hymenoptera|Formicidae|Monomorium|Monomorium ergatogyna,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4342|1314419|1314552,1314552,0,2024-01-12T03:36:05Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,Monomorium ergatogyna
"Tachypompilus unicolor (Banks, 1919)","Tachypompilus unicolor (banks, 1919)",11,GBIF Backbone Taxonomy,54aa3a56-c344-52d3-ba26-7757e1534795,Tachypompilus unicolor,Animalia|Arthropoda|Insecta|Hymenoptera|Pompilidae|Tachypompilus|Tachypompilus unicolor|Tachypompilus unicolor unicolor,kingdom|phylum|class|order|family|genus|species|subspecies,1|54|216|1457|7913|3259124|10703987|10879548,10984787,0,2024-01-12T04:24:22Z,1,Exact string match,8|0|0,0.999,10879548,"Tachypompilus unicolor unicolor (Banks, 1919)",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Tachypompilus,Tachypompilus unicolor
"Stenodynerus Saussure, 1864","Stenodynerus saussure, 1864",11,GBIF Backbone Taxonomy,133fc081-bc04-5345-9c66-2db30e078b0d,Stenodynerus,Animalia|Arthropoda|Insecta|Hymenoptera|Eumenidae|Stenodynerus,kingdom|phylum|class|order|family|genus,1|54|216|1457|4240|1332670,1332670,0,2024-01-12T02:32:22Z,1,Exact string match,4|0|0,0.995,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Stenodynerus,NA
"Prenolepis imparis (Say, 1836)","Prenolepis imparis (say, 1836)",11,GBIF Backbone Taxonomy,b0352b10-13ac-5ada-a898-19872b5fc5da,Prenolepis imparis,Animalia|Arthropoda|Insecta|Hymenoptera|Formicidae|Prenolepis|Prenolepis imparis,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4342|1323588|1323605,1323605,0,2024-01-12T03:34:42Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Prenolepis,Prenolepis imparis
Polistes fuscatus aurifer de Saussure,Polistes fuscatus aurifer de saussure,11,GBIF Backbone Taxonomy,14eede60-fa2a-5eb1-9fe8-13ffd63b9554,Polistes fuscatus aurifer,Animalia|Arthropoda|Insecta|Hymenoptera|Eumenidae|Polistes|Polistes fuscatus|Polistes fuscatus aurifer,kingdom|phylum|class|order|family|genus|species|subspecies,1|54|216|1457|4240|1310500|1310556|6249470,6249470,0,2024-01-12T01:57:01Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,Polistes fuscatus
"Panurginus atriceps (Cresson, 1878)","Panurginus atriceps (cresson, 1878)",11,GBIF Backbone Taxonomy,5790879c-b8d6-509b-bbba-a56d89494582,Panurginus atriceps,Animalia|Arthropoda|Insecta|Hymenoptera|Andrenidae|Panurginus|Panurginus atriceps,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|7901|1355846|1355847,1355847,0,2024-01-11T23:01:08Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Panurginus,Panurginus atriceps
"Bombus californicus Smith, 1854","Bombus californicus smith, 1854",11,GBIF Backbone Taxonomy,e32b9f0f-4935-5858-987c-d4c879e5ed98,Bombus californicus,Animalia|Arthropoda|Insecta|Hymenoptera|Apidae|Bombus|Bombus californicus,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4334|1340278|1340343,1340343,0,2024-01-11T23:24:14Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus californicus
"Bombus insularis (Smith, 1861)","Bombus insularis (smith, 1861)",11,GBIF Backbone Taxonomy,cde11f35-b0a5-5211-b4af-be594da7578a,Bombus insularis,Animalia|Arthropoda|Insecta|Hymenoptera|Apidae|Bombus|Bombus insularis,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|4334|1340278|1340331,1340331,0,2024-01-11T23:24:21Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus insularis
"Halictus tripartitus Cockerell, 1895","Halictus tripartitus cockerell, 1895",11,GBIF Backbone Taxonomy,dae91999-b2f0-5c56-a9e5-80a2d62f0f9e,Halictus tripartitus,Animalia|Arthropoda|Insecta|Hymenoptera|Halictidae|Halictus|Halictus tripartitus,kingdom|phylum|class|order|family|genus|species,1|54|216|1457|7908|1347978|1353319,1353319,0,2024-01-12T04:49:41Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus tripartitus
"Chrysobothris mali Horn, 1886","Chrysobothris mali horn, 1886",11,GBIF Backbone Taxonomy,9d32f5c3-f279-5523-aa0d-73eb80f39082,Chrysobothris mali,Animalia|Arthropoda|Insecta|Coleoptera|Buprestidae|Chrysobothris|Chrysobothris mali,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|3789|4990909|6003083,6003083,0,2024-01-12T05:15:25Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Chrysobothris,Chrysobothris mali
"Ischyropalpus nitidulus (LeConte, 1851)","Ischyropalpus nitidulus (leconte, 1851)",11,GBIF Backbone Taxonomy,bde415e7-b4c3-59f2-af3b-5b977dbceb40,Ischyropalpus nitidulus,Animalia|Arthropoda|Insecta|Coleoptera|Anthicidae|Ischyropalpus|Ischyropalpus nitidulus,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7771|1047046|1047059,1047059,0,2024-01-12T00:05:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Ischyropalpus,Ischyropalpus nitidulus
